name,loc,par,if,switch,for,while,token,risk level
(anonymous),6,0,0,0,2,0,96,without much risk
(anonymous),1,0,0,0,0,0,18,without much risk
(anonymous),3,0,0,0,0,0,15,without much risk
(anonymous),5,1,1,0,0,0,36,without much risk
(anonymous),3,1,0,0,0,0,20,without much risk
copyHistoryArray,2,1,0,0,0,0,10,without much risk
(anonymous),5,1,0,0,0,0,62,without much risk
(anonymous),7,1,1,0,0,0,74,without much risk
(anonymous),3,3,1,0,0,0,22,without much risk
(anonymous),13,1,2,0,0,0,140,without much risk
(anonymous),3,3,2,0,0,0,22,without much risk
(anonymous),3,3,0,0,0,0,33,without much risk
&&,6,1,0,0,0,0,59,without much risk
(anonymous),11,1,2,0,0,0,115,without much risk
(anonymous),6,3,2,0,0,0,60,without much risk
(anonymous),5,1,2,0,0,0,55,without much risk
(anonymous),5,0,2,0,0,0,21,without much risk
(anonymous),6,1,1,0,0,0,38,without much risk
(anonymous),5,1,1,0,0,0,35,without much risk
(anonymous),3,1,0,0,0,0,15,without much risk
(anonymous),7,1,1,0,0,0,59,without much risk
(anonymous),11,1,1,0,0,0,99,without much risk
(anonymous),12,1,4,0,0,0,177,without much risk
(anonymous),1,1,0,0,0,0,14,without much risk
(anonymous),18,1,4,0,0,0,166,without much risk
(anonymous),1,1,0,0,0,0,12,without much risk
(anonymous),1,0,0,0,0,0,9,without much risk
(anonymous),1,0,0,0,0,0,9,without much risk
(anonymous),1,0,0,0,0,0,16,without much risk
(anonymous),3,1,0,0,0,0,9,without much risk
propagate,10,3,3,0,0,0,93,without much risk
linkedDocs,4,3,3,0,0,0,21,without much risk
attachDoc,10,2,2,0,0,0,71,without much risk
getLine,12,2,2,0,2,0,114,without much risk
(anonymous),7,1,2,0,0,0,62,without much risk
getBetween,5,3,2,0,0,0,42,without much risk
(anonymous),1,1,0,0,0,0,14,without much risk
getLines,5,3,0,0,0,0,30,without much risk
updateLineHeight,4,2,1,0,0,0,41,without much risk
lineNo,11,1,2,0,2,0,103,without much risk
lineAtHeight,18,2,2,0,2,0,146,without much risk
heightAtLine,17,1,2,0,3,0,139,without much risk
getOrder,5,1,1,0,0,0,34,without much risk
History,8,1,0,0,0,0,67,without much risk
(anonymous),1,1,0,0,0,0,26,without much risk
getBetween,5,3,0,0,0,0,48,without much risk
clearSelectionEvents,7,1,1,0,0,1,36,without much risk
lastChangeEvent,11,2,1,0,0,0,102,without much risk
historyChangeFromChange,15,2,2,0,0,1,129,without much risk
selectionEventCanBeMerged,8,4,0,0,0,0,79,without much risk
addSelectionToHistory,15,4,2,0,0,0,138,without much risk
pushSelectionToHistory,5,2,1,0,0,0,40,without much risk
(anonymous),5,1,1,0,0,0,41,without much risk
attachLocalSpans,4,4,1,0,0,0,61,without much risk
removeClearedSpans,8,1,2,0,1,0,91,without much risk
getOldSpans,7,2,1,0,1,0,66,without much risk
copyHistoryArray,22,3,3,0,2,0,212,without much risk
rebaseHistSelSingle,8,4,1,0,0,0,50,without much risk
rebaseHistArray,27,4,4,0,3,0,260,without much risk
rebaseHist,5,2,0,0,0,0,66,without much risk
CodeMirror.e_preventDefault,4,1,1,0,0,0,24,without much risk
CodeMirror.e_stopPropagation,4,1,1,0,0,0,24,without much risk
e_defaultPrevented,3,1,0,0,0,0,22,without much risk
CodeMirror.e_stop,1,1,0,0,0,0,15,without much risk
e_target,1,1,0,0,0,0,14,without much risk
e_button,10,1,3,0,0,0,77,without much risk
CodeMirror.on,11,3,1,0,0,0,88,without much risk
CodeMirror.off,12,3,3,0,1,0,106,without much risk
CodeMirror.signal,6,2,1,0,1,0,72,without much risk
(anonymous),1,0,0,0,0,0,13,without much risk
bnd,1,1,0,0,0,0,9,without much risk
signalLater,16,2,2,0,1,0,119,without much risk
fireOrphanDelayed,5,0,0,0,1,0,36,without much risk
signalDOMEvent,4,3,0,0,0,0,34,without much risk
signalCursorActivity,7,1,1,0,1,0,86,without much risk
hasHandler,4,2,0,0,0,0,30,without much risk
ctor.prototype.on,1,2,0,0,0,0,16,without much risk
ctor.prototype.off,1,2,0,0,0,0,16,without much risk
eventMixin,4,1,0,0,0,0,23,without much risk
toString,1,0,0,0,0,0,7,without much risk
Delayed,1,0,0,0,0,0,10,without much risk
Delayed.prototype.set,4,2,0,0,0,0,25,without much risk
CodeMirror.countColumn,14,5,3,0,1,0,115,without much risk
findColumn,13,3,3,0,1,0,115,without much risk
spaceStr,5,1,0,0,0,1,31,without much risk
lst,1,1,0,0,0,0,15,without much risk
selectInput,1,1,0,0,0,0,11,without much risk
selectInput,1,1,0,0,0,0,21,without much risk
selectInput,1,1,0,0,0,0,20,without much risk
indexOf,5,2,1,0,1,0,39,without much risk
indexOf,1,2,1,0,0,0,15,without much risk
map,5,2,0,0,1,0,47,without much risk
map,1,2,1,0,0,0,15,without much risk
ctor,1,0,0,0,0,0,4,without much risk
createObj,12,2,2,0,0,0,63,without much risk
copyObj,7,3,2,0,1,0,62,without much risk
(anonymous),1,0,0,0,0,0,14,without much risk
bind,4,1,0,0,0,0,25,without much risk
CodeMirror.isWordChar,4,1,0,0,0,0,41,without much risk
isWordChar,5,2,2,0,0,0,48,without much risk
isEmpty,4,1,0,0,1,0,32,without much risk
isExtendingChar,1,1,0,0,0,0,22,without much risk
elt,8,4,3,0,0,0,96,without much risk
range,6,3,1,0,0,0,39,without much risk
range,8,3,0,0,0,0,57,without much risk
removeChildren,5,1,0,0,1,0,35,without much risk
removeChildrenAndAdd,3,2,0,0,0,0,18,without much risk
contains,6,2,2,0,0,1,38,without much risk
activeElt,1,0,0,0,0,0,9,without much risk
activeElt,4,0,1,0,0,0,23,without much risk
classTest,1,1,0,0,0,0,16,without much risk
rmClass,4,2,1,0,0,0,41,without much risk
addClass,3,2,1,0,0,0,30,without much risk
joinClasses,6,2,1,0,1,0,66,without much risk
forEachCodeMirror,8,1,2,0,1,0,65,without much risk
ensureGlobalHandlers,5,0,1,0,0,0,18,without much risk
(anonymous),5,0,1,0,1,0,17,without much risk
(anonymous),3,0,1,0,1,0,20,without much risk
(anonymous),3,0,0,0,1,0,9,without much risk
registerGlobalHandlers,5,0,1,0,2,0,27,without much risk
dragAndDrop,5,0,1,0,0,0,32,without much risk
scrollbarWidth,8,1,2,0,0,0,56,without much risk
zeroWidthElement,10,1,3,0,0,0,102,without much risk
hasBadBidiRects,8,1,2,0,0,0,89,without much risk
CodeMirror.splitLines,17,1,2,0,0,1,139,without much risk
CodeMirror.splitLines,1,1,0,0,0,0,13,without much risk
hasSelection,4,1,0,0,0,0,26,without much risk
hasSelection,6,1,1,0,0,0,55,without much risk
(anonymous),6,0,1,0,0,0,38,without much risk
hasBadZoomedRects,7,1,1,0,0,0,72,without much risk
(anonymous),5,0,0,0,3,0,95,without much risk
iterateBidiSections,12,4,3,0,1,0,136,without much risk
bidiLeft,1,1,0,0,0,0,20,without much risk
bidiRight,1,1,0,0,0,0,20,without much risk
lineLeft,1,1,0,0,0,0,26,without much risk
lineRight,5,1,1,0,0,0,34,without much risk
lineStart,8,2,1,0,0,0,83,without much risk
lineEnd,10,2,0,0,0,1,105,without much risk
lineStartSmart,11,2,1,0,0,0,114,without much risk
compareBidiLevel,6,3,2,0,0,0,42,without much risk
getBidiPartAt,19,2,5,0,1,0,147,without much risk
moveInLine,6,4,1,0,0,1,48,without much risk
moveLogically,5,4,1,0,0,0,61,without much risk
BidiSpan,4,3,0,0,0,0,27,without much risk
(anonymous),10,0,15,0,16,0,51,without much risk
F,2,0,0,0,0,0,4,without much risk
Object.create,5,1,0,0,0,0,20,without much risk
init,12,1,0,0,0,0,173,without much risk
(anonymous),5,0,1,0,0,0,28,without much risk
(anonymous),5,2,1,0,0,0,57,without much risk
_build,17,0,2,0,0,0,249,without much risk
(anonymous),6,0,1,0,0,0,35,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),4,0,1,0,0,0,33,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
show,27,0,8,0,0,0,362,without much risk
(anonymous),5,2,1,0,0,0,30,without much risk
(anonymous),3,0,1,0,0,0,27,without much risk
(anonymous),3,0,1,0,0,0,13,without much risk
(anonymous),19,0,5,0,0,0,184,without much risk
close,21,0,11,0,0,0,159,without much risk
setText,7,1,1,0,0,0,39,without much risk
setType,8,1,1,0,0,0,53,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
setTimeout,8,1,1,0,0,0,53,without much risk
$.notyRenderer.init,6,1,0,0,0,0,77,without much risk
$.notyRenderer.render,15,0,3,0,0,0,105,without much risk
$.notyRenderer.show,17,1,3,0,0,0,160,without much risk
$.notyRenderer.createModalFor,4,1,1,0,0,0,59,without much risk
$.notyRenderer.getLayoutCountFor,3,1,0,0,0,0,26,without much risk
$.notyRenderer.setLayoutCountFor,3,2,0,0,0,0,37,without much risk
$.notyRenderer.getModalCount,3,0,0,0,0,0,17,without much risk
$.notyRenderer.setModalCount,3,1,0,0,0,0,26,without much risk
$.fn.noty,4,1,0,0,0,0,24,without much risk
$.noty.get,3,1,0,0,0,0,28,without much risk
$.noty.close,3,1,0,0,0,0,30,without much risk
$.noty.setText,3,2,0,0,0,0,33,without much risk
$.noty.setType,3,2,0,0,0,0,33,without much risk
$.noty.clearQueue,3,0,0,0,0,0,13,without much risk
(anonymous),3,2,0,0,0,0,13,without much risk
$.noty.closeAll,4,0,0,0,0,0,26,without much risk
window.alert,7,1,1,0,0,0,33,without much risk
$.noty.consumeAlert,3,1,1,0,0,0,12,without much risk
$.noty.stopConsumeAlert,3,0,0,0,0,0,10,without much risk
onShow,2,0,0,0,0,0,4,without much risk
afterShow,2,0,0,0,0,0,4,without much risk
onClose,2,0,0,0,0,0,4,without much risk
afterClose,2,0,0,0,0,0,4,without much risk
onCloseClick,2,0,0,0,0,0,4,without much risk
(anonymous),3,2,0,0,0,0,25,without much risk
(anonymous),3,0,0,0,0,0,18,without much risk
(anonymous),66,1,32,0,1,0,401,without much risk
],2,0,0,0,0,0,4,without much risk
(anonymous),9,2,2,0,0,0,83,without much risk
(anonymous),12,2,2,0,0,0,55,without much risk
(anonymous),5,0,0,0,0,0,45,without much risk
(anonymous),8,0,0,0,0,0,69,without much risk
(anonymous),7,0,0,0,0,0,53,without much risk
(anonymous),5,1,0,0,0,0,30,without much risk
(anonymous),7,1,0,0,0,0,69,without much risk
(anonymous),5,0,0,0,0,0,41,without much risk
(anonymous),7,1,0,0,0,0,64,without much risk
(anonymous),4,0,0,0,0,0,26,without much risk
requestHandler,4,0,0,0,0,0,20,without much risk
(anonymous),6,0,0,0,0,0,36,without much risk
(anonymous),4,1,0,0,0,0,23,without much risk
reverseKey,9,1,1,0,1,0,64,without much risk
(anonymous),1,2,0,0,0,0,16,without much risk
reverseValue,9,2,1,0,0,0,81,without much risk
(anonymous),6,2,1,0,0,0,54,without much risk
(anonymous),3,1,1,0,0,0,15,without much risk
(anonymous),10,1,1,0,1,0,102,without much risk
iD.actions.Reverse,18,1,3,0,3,0,76,without much risk
afterRender,4,2,0,0,0,0,21,without much risk
rerender,4,2,0,0,0,0,21,without much risk
(anonymous),4,2,0,0,0,0,35,without much risk
el.on,6,2,1,0,0,0,30,without much risk
(anonymous),3,1,0,0,0,0,13,without much risk
el.off,12,2,2,0,1,0,95,without much risk
el.one,4,2,1,0,0,0,27,without much risk
el.trigger,13,1,2,0,1,0,116,without much risk
riot.observable,8,1,6,0,2,0,49,without much risk
(anonymous),3,1,0,0,0,0,11,without much risk
default_escape_fn,3,2,0,0,0,0,29,without much risk
(anonymous),3,1,0,0,0,0,11,without much risk
riot.render,7,3,1,0,0,0,74,without much risk
pop,5,1,1,0,0,0,36,without much risk
(anonymous),3,0,1,0,0,0,17,without much risk
riot.route,5,1,2,0,0,0,44,without much risk
(anonymous),15,0,6,0,0,0,85,without much risk
(anonymous),1,0,0,0,0,0,7,without much risk
(anonymous),16,1,14,0,2,0,121,without much risk
(anonymous),1,1,0,0,0,0,47,without much risk
executeScript,1,0,0,0,0,0,4,without much risk
(anonymous),5,0,0,0,0,0,34,without much risk
(anonymous),5,0,0,0,0,0,36,without much risk
(anonymous),5,0,0,0,0,0,36,without much risk
(anonymous),5,0,0,0,0,0,38,without much risk
(anonymous),5,0,0,0,0,0,37,without much risk
(anonymous),5,0,0,0,0,0,46,without much risk
(anonymous),5,0,0,0,0,0,39,without much risk
(anonymous),5,0,0,0,0,0,58,without much risk
(anonymous),5,0,0,0,0,0,45,without much risk
(anonymous),5,0,0,0,0,0,66,without much risk
(anonymous),5,0,0,0,0,0,51,without much risk
func,1,0,0,0,0,0,7,without much risk
(anonymous),17,0,0,0,0,0,107,without much risk
(anonymous),1,1,0,0,0,0,15,without much risk
(anonymous),1,4,0,0,0,0,20,without much risk
(anonymous),5,0,0,0,0,0,42,without much risk
(anonymous),5,0,0,0,0,0,47,without much risk
(anonymous),4,1,0,0,1,0,17,without much risk
(anonymous),18,0,0,0,1,0,140,without much risk
bgImage,1,0,0,0,0,0,4,without much risk
(anonymous),4,0,0,0,0,0,18,without much risk
(anonymous),1,0,0,0,0,0,10,without much risk
(anonymous),8,1,1,0,0,0,41,without much risk
(anonymous),3,0,0,0,0,0,7,without much risk
(anonymous),37,1,2,1,0,0,185,without much risk
(anonymous),4,1,0,0,0,0,19,without much risk
(anonymous),5,0,1,0,0,0,27,without much risk
(anonymous),5,0,1,0,0,0,27,without much risk
(anonymous),3,1,0,0,0,0,12,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),5,0,1,0,0,0,23,without much risk
(anonymous),4,1,0,0,0,0,19,without much risk
(anonymous),1,0,0,0,0,0,7,without much risk
_create,43,0,10,2,0,0,449,without much risk
self._formatText.text,8,0,0,0,0,0,79,without much risk
self._formatText,2,1,0,0,0,0,11,without much risk
(anonymous),12,1,2,0,0,0,113,without much risk
(anonymous),3,0,0,0,0,0,7,without much risk
(anonymous),7,1,1,0,0,0,98,without much risk
(anonymous),6,0,1,0,0,0,48,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),20,0,1,0,0,0,183,without much risk
focusOptSeq,5,3,0,0,0,0,53,without much risk
(anonymous),10,1,2,0,0,0,81,without much risk
(anonymous),3,1,0,0,0,0,11,without much risk
focusOpt,5,2,0,0,0,0,30,without much risk
(anonymous),11,1,4,0,0,0,89,without much risk
(anonymous),17,2,8,0,0,0,167,without much risk
$.get,4,1,0,0,0,0,17,without much risk
(anonymous),21,1,3,0,0,0,169,without much risk
(anonymous),16,2,3,0,0,0,104,without much risk
(anonymous),4,1,0,0,0,0,29,without much risk
(anonymous),4,1,1,0,0,0,36,without much risk
(anonymous),3,0,0,0,0,0,21,without much risk
(anonymous),4,1,0,0,0,0,45,without much risk
(anonymous),7,2,1,0,0,0,45,without much risk
(anonymous),3,1,0,0,1,0,25,without much risk
(anonymous),3,0,0,0,0,0,14,without much risk
(anonymous),3,0,0,0,0,0,18,without much risk
(anonymous),3,0,0,0,0,0,20,without much risk
(anonymous),19,2,5,0,0,0,158,without much risk
(anonymous),25,2,5,0,0,0,243,without much risk
(anonymous),5,1,0,0,0,0,54,without much risk
(anonymous),12,2,1,0,0,0,77,without much risk
(anonymous),11,2,2,0,0,0,55,without much risk
(anonymous),11,2,2,0,0,0,55,without much risk
(anonymous),3,1,0,0,0,0,20,without much risk
(anonymous),8,1,1,0,0,0,67,without much risk
(anonymous),8,1,1,0,0,0,65,without much risk
(anonymous),8,1,1,0,0,0,70,without much risk
(anonymous),8,1,1,0,0,0,68,without much risk
(anonymous),12,1,2,0,0,0,66,without much risk
(anonymous),8,1,1,0,0,0,43,without much risk
(anonymous),28,0,0,0,0,0,239,without much risk
(anonymous),20,0,2,0,0,0,155,without much risk
$,27,2,32,0,1,0,136,without much risk
preload,4,0,0,0,0,0,26,without much risk
-,2,1,0,0,0,0,31,without much risk
setLetters,16,0,1,0,2,0,87,without much risk
update,5,0,0,0,0,0,28,without much risk
class_cb,19,0,2,0,1,0,119,without much risk
proxy,10,1,3,0,1,0,47,without much risk
(anonymous),15,2,4,0,2,0,102,without much risk
DayBoxView,5,0,0,0,0,0,27,without much risk
DayBoxView.prototype.isWeekend,3,0,0,0,0,0,21,without much risk
DayBoxView.prototype.setDate,8,4,0,0,0,0,55,without much risk
DayBoxView.prototype.getDate,9,0,0,0,0,0,47,without much risk
(anonymous),10,1,0,0,0,0,57,without much risk
_createBackground,15,0,0,0,0,0,120,without much risk
this.isWeekend,12,0,0,0,0,0,86,without much risk
_createNumberSurface,10,0,0,0,0,0,53,without much risk
_yuitest_coverline,7,2,1,0,0,0,40,without much risk
_yuitest_coverfunc,8,3,1,0,0,0,50,without much risk
compare,44,3,7,0,0,0,248,without much risk
(anonymous),11,2,7,0,0,0,60,without much risk
xxx,17,0,1,0,0,0,64,without much risk
yyy,8,0,0,0,0,0,30,without much risk
buildRendering,9,0,0,0,0,0,79,without much risk
constructor,4,1,0,0,0,0,25,without much risk
getValue,3,0,0,0,0,0,11,without much risk
fillCell,7,2,0,0,0,0,32,without much risk
(anonymous),6,2,0,0,0,0,42,without much risk
(anonymous),32,0,1,0,2,0,145,without much risk
mockChart.get,4,1,0,0,0,0,13,without much risk
mockGraph.get,18,1,0,1,0,0,53,without much risk
onStart,25,0,0,1,0,0,108,without much risk
(anonymous),23,1,1,1,2,0,128,without much risk
injectCode,6,1,0,0,0,0,39,without much risk
(anonymous),3,0,0,0,0,0,18,without much risk
(anonymous),12,2,0,0,0,0,67,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),4,1,0,0,0,0,21,without much risk
runTest,3,0,0,0,0,0,20,without much risk
(anonymous),9,0,0,0,0,0,33,without much risk
collectionViewDragDataTypes,3,1,0,0,0,0,12,without much risk
(anonymous),1,1,1,0,0,0,12,without much risk
collectionViewDragDataForType,9,3,2,0,0,0,57,without much risk
collectionViewComputeDragOperations,7,3,2,0,0,0,59,without much risk
collectionViewPerformDragOperation,20,5,5,0,0,0,185,without much risk
this.processEvent.bind,7,1,0,0,1,0,29,without much risk
dispatchEvent,8,2,0,0,0,0,28,without much risk
createAdapter,4,2,0,0,0,0,32,without much risk
addSource,11,2,2,0,0,0,90,without much risk
(anonymous),7,1,1,0,0,0,58,without much risk
(anonymous),5,1,1,0,0,0,27,without much risk
(anonymous),4,0,1,0,0,0,21,without much risk
(anonymous),6,0,0,0,0,0,30,without much risk
(anonymous),5,1,1,0,0,0,42,without much risk
(anonymous),3,0,0,0,0,0,7,without much risk
processEvent,20,3,3,0,0,0,89,without much risk
destroy,9,0,1,0,0,1,46,without much risk
addApi,4,1,0,0,0,0,19,without much risk
_createAdapterProxy,17,2,2,0,1,0,116,without much risk
(anonymous),1,1,0,0,0,0,10,without much risk
configureEventFinder,6,1,0,0,0,0,23,without much risk
findAdapterForSource,5,2,0,0,0,0,28,without much risk
],9,1,1,0,0,0,36,without much risk
],1,1,0,0,0,0,5,without much risk
],1,1,0,0,0,0,5,without much risk
_addApiEvent,10,1,2,0,0,0,64,without much risk
_findItemFor,11,1,1,0,0,1,67,without much risk
queueEvent,3,3,0,0,0,0,21,without much risk
cancel,1,0,0,0,0,0,10,without much risk
isCanceled,1,0,0,0,0,0,11,without much risk
handle,1,0,0,0,0,0,10,without much risk
isHandled,1,0,0,0,0,0,11,without much risk
isBefore,1,0,0,0,0,0,10,without much risk
isAfter,1,0,0,0,0,0,10,without much risk
isAfterCanceled,1,0,0,0,0,0,10,without much risk
isPropagating,1,0,0,0,0,0,10,without much risk
isPhase,3,1,0,0,0,0,12,without much risk
createStrategyApi,14,2,0,0,0,0,58,without much risk
(anonymous),3,0,0,0,0,0,14,without much risk
callOriginalMethod,3,2,0,0,0,0,11,without much risk
],4,1,0,0,0,0,26,without much risk
observeMethod,3,4,0,0,0,0,20,without much risk
findAdapterForSource,10,2,1,0,0,1,52,without much risk
_addApiMethod,16,1,6,0,0,2,71,without much risk
BaseHub,20,1,15,0,2,3,123,without much risk
(anonymous),1,1,0,0,0,0,14,without much risk
(anonymous),3,0,0,0,0,0,9,without much risk
ebs_return_html_panel,31,1,0,0,0,0,28,without much risk
(anonymous),13,0,1,0,1,0,149,without much risk
create_oscitas_panel,5,1,1,0,1,0,38,without much risk
bidi.getRunLevel,28,1,5,0,3,0,186,without much risk
LocalisableString.prototype.isBidi,1,0,0,0,0,0,13,without much risk
LocalisableString.prototype.getUnicodeString,1,0,0,0,0,0,9,without much risk
LocalisableString.prototype.getVisualString,1,0,0,0,0,0,9,without much risk
bidi.getRunLimit,11,1,5,0,3,0,55,without much risk
(anonymous),3,0,0,0,0,0,11,without much risk
superM,3,0,0,0,0,0,12,without much risk
(anonymous),3,0,0,0,0,0,9,without much risk
(anonymous),3,0,0,0,0,0,12,without much risk
superX2,3,0,0,0,0,0,12,without much risk
(anonymous),1,0,0,0,0,0,8,without much risk
constructor,3,0,0,0,0,0,11,without much risk
(anonymous),3,0,0,0,0,0,9,without much risk
postCreate,2,0,0,0,0,0,4,without much risk
displayMessage,7,2,1,0,0,0,52,without much risk
goToLastMessage,3,0,0,0,0,0,20,without much risk
onKeyPress,8,1,1,0,0,0,82,without much risk
getKey,3,0,0,0,0,0,9,without much risk
sessionRoutes.use.bind,4,1,0,0,0,0,8,without much risk
(anonymous),11,0,2,0,0,0,57,without much risk
decorate,3,3,2,0,0,0,13,without much risk
(anonymous),16,0,3,0,0,0,82,without much risk
decorate,3,3,3,0,0,0,13,without much risk
res,13,0,2,0,0,0,63,without much risk
decorate,12,3,3,0,1,0,59,without much risk
success,1,0,0,0,0,0,4,without much risk
error,1,0,0,0,0,0,4,without much risk
