name,loc,par,if,switch,for,while,token,risk level
syncFn,3,0,0,0,0,0,13,without much risk
asyncFnImmediate,3,1,0,0,0,0,12,without much risk
asyncFnErrorImmediate,3,1,0,0,0,0,10,without much risk
(anonymous),3,0,0,0,0,0,13,without much risk
asyncFnWithArgs,3,3,0,0,0,0,17,without much risk
(anonymous),4,0,0,0,0,0,18,without much risk
asyncFnMultiCb,3,1,0,0,0,0,13,without much risk
echo,3,2,0,0,0,0,16,without much risk
(anonymous),1,0,0,0,0,0,10,without much risk
asyncEcho,3,2,0,0,0,0,15,without much risk
verifyFiberIsRunning,5,0,0,0,0,0,33,without much risk
(anonymous),5,0,0,0,0,0,29,without much risk
(anonymous),7,0,0,0,0,0,79,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
fn,1,0,0,0,0,0,10,without much risk
fn,1,0,0,0,0,0,10,without much risk
(anonymous),6,0,0,0,0,0,39,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),4,2,0,0,0,0,20,without much risk
(anonymous),4,0,0,0,0,0,19,without much risk
(anonymous),3,1,0,0,0,0,11,without much risk
(anonymous),4,0,0,0,0,0,26,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
fn,1,0,0,0,0,0,10,without much risk
(anonymous),5,0,0,0,0,0,31,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
(anonymous),5,0,0,0,0,0,36,without much risk
(anonymous),3,0,0,0,0,0,10,without much risk
fn,5,0,0,0,0,0,36,without much risk
(anonymous),4,0,0,0,0,0,18,without much risk
(anonymous),23,0,0,0,0,0,115,without much risk
(anonymous),9,1,1,0,0,0,79,without much risk
(anonymous),3,2,0,0,0,0,42,without much risk
(anonymous),8,1,1,0,0,0,66,without much risk
(anonymous),7,0,2,0,0,0,44,without much risk
(anonymous),13,1,0,0,0,0,54,without much risk
dojox.date.buddhist.getDaysInMonth,3,1,0,0,0,0,17,without much risk
dojox.date.buddhist.isLeapYear,3,1,0,0,0,0,17,without much risk
dojox.date.buddhist.compare,3,3,0,0,0,0,21,without much risk
(anonymous),10,3,7,4,1,0,89,without much risk
exports.index,3,2,0,0,0,0,20,without much risk
(anonymous),7,4,0,0,0,0,56,without much risk
(anonymous),5,0,0,0,0,0,22,without much risk
createElm,13,1,1,0,0,0,59,without much risk
$scope.signup,9,2,0,0,0,0,99,without much risk
(anonymous),59,0,0,0,0,0,325,without much risk
(anonymous),8,0,1,0,0,0,54,without much risk
sanitizedPrint,13,1,1,0,1,0,113,without much risk
test,21,0,0,0,1,0,160,without much risk
(anonymous),7,1,1,0,0,0,32,without much risk
writefile,3,2,1,0,0,0,19,without much risk
readfile,3,1,0,0,0,0,17,without much risk
includejs,4,1,0,0,0,0,16,without much risk
console.log,3,1,0,0,0,0,16,without much risk
(anonymous),1,1,0,0,0,0,79,without much risk
(anonymous),1,1,0,0,0,0,28,without much risk
s,1,2,0,0,0,0,129,without much risk
e,1,3,0,0,0,0,48,without much risk
_dereq_,3,1,0,0,0,0,6,without much risk
Accumulator,7,2,0,0,0,0,41,without much risk
Accumulator.prototype.freeze,6,0,0,0,0,0,39,without much risk
Accumulator.prototype.next,10,0,2,0,0,0,59,without much risk
2,6,3,2,0,0,0,36,without much risk
Body,5,0,1,0,0,0,32,without much risk
Body.prototype.add,5,1,1,0,0,0,32,without much risk
Body.prototype.setSimulator,6,1,0,0,1,0,43,without much risk
3,7,3,2,0,1,0,44,without much risk
Constraint,3,0,0,0,0,0,11,without much risk
Constraint.prototype.correct,1,0,0,0,0,0,4,without much risk
4,8,3,0,0,0,0,48,without much risk
BoxConstraint,6,4,1,0,0,0,66,without much risk
BoxConstraint.prototype.correct,5,2,0,0,1,0,41,without much risk
5,10,3,1,0,1,0,66,without much risk
DistanceConstraint,8,2,1,0,0,0,60,without much risk
DistanceConstraint.prototype.getDistance,3,0,0,0,0,0,22,without much risk
DistanceConstraint.prototype.correct,14,2,0,0,0,0,127,without much risk
6,9,3,1,0,0,0,65,without much risk
PinConstraint,6,1,1,0,0,0,46,without much risk
PinConstraint.prototype.correct,3,2,0,0,0,0,18,without much risk
7,8,3,1,0,0,0,56,without much risk
RopeConstraint,8,2,1,0,0,0,60,without much risk
RopeConstraint.prototype.getDistance,3,0,0,0,0,0,22,without much risk
RopeConstraint.prototype.correct,15,2,1,0,0,0,135,without much risk
8,9,3,2,0,0,0,65,without much risk
Force,2,0,0,0,0,0,4,without much risk
Force.prototype.apply,1,0,0,0,0,0,4,without much risk
9,6,3,0,0,0,0,35,without much risk
LinearForce,5,2,1,0,0,0,48,without much risk
LinearForce.prototype.applyTo,3,1,0,0,0,0,14,without much risk
10,8,3,1,0,0,0,56,without much risk
(anonymous),1,0,0,0,0,0,11,without much risk
timeoutFrame,7,2,0,0,0,0,57,without much risk
cancelTimeoutFrame,3,1,0,0,0,0,10,without much risk
window.cancelAnimationFrame.bind,10,1,0,0,0,0,24,without much risk
window.requestAnimationFrame.bind,3,1,0,0,0,0,13,without much risk
Particle,8,3,1,0,0,0,81,without much risk
Particle.prototype.accelerate,3,1,0,0,0,0,14,without much risk
Particle.prototype.bound,14,2,2,0,0,0,129,without much risk
Particle.prototype.getPoint,6,0,0,0,0,0,23,without much risk
Particle.prototype.getVelocity,3,0,0,0,0,0,20,without much risk
Particle.prototype.integrate,12,1,0,0,0,0,75,without much risk
Particle.prototype.move,3,1,0,0,0,0,14,without much risk
Particle.prototype.place,5,1,0,0,0,0,28,without much risk
Particle.prototype.setVelocity,3,1,0,0,0,0,21,without much risk
12,14,3,3,0,0,0,106,without much risk
Renderer,2,0,0,0,0,0,4,without much risk
Renderer.prototype.render,3,1,0,0,0,0,11,without much risk
13,5,3,0,0,0,0,27,without much risk
getGLContext,15,1,0,0,0,1,63,without much risk
createCircleTexture,13,2,0,0,0,0,105,without much risk
createTexture,12,2,0,0,0,0,143,without much risk
createShaderProgram,21,3,2,0,0,0,176,without much risk
gl.getAttribLocation,6,2,0,0,0,0,31,without much risk
gl.getAttribLocation,3,2,0,0,0,0,13,without much risk
GLRenderer,8,1,1,0,0,0,94,without much risk
GLRenderer.prototype.render,4,1,0,0,0,0,18,without much risk
GLRenderer.prototype._drawFrame,5,0,0,0,0,0,32,without much risk
GLRenderer.prototype._clear,4,0,0,0,0,0,24,without much risk
15,13,3,1,0,0,0,97,without much risk
PointRenderer,12,2,0,0,0,0,95,without much risk
PointRenderer.prototype.draw,29,1,0,0,1,0,286,without much risk
createCircleTexture,13,2,0,0,0,0,107,without much risk
gl.getAttribLocation,6,2,0,0,0,0,31,without much risk
gl.getAttribLocation,3,2,0,0,0,0,13,without much risk
Simulator,13,0,1,0,0,0,93,without much risk
Simulator.prototype.start,5,0,0,0,0,0,31,without much risk
Simulator.prototype.add,12,1,1,0,0,0,96,without much risk
Simulator.prototype.getParticles,3,0,0,0,0,0,9,without much risk
Simulator.prototype._step,9,0,1,0,0,1,57,without much risk
Simulator.prototype._simulate,4,2,0,0,0,0,21,without much risk
Simulator.prototype._integrate,13,1,0,0,4,0,88,without much risk
Simulator.prototype._constrain,9,1,0,0,2,0,67,without much risk
prioritySort,3,2,0,0,0,0,24,without much risk
17,16,3,3,0,6,1,125,without much risk
Vector,5,2,1,0,0,0,41,without much risk
Vector.claim,3,0,0,0,0,0,15,without much risk
Vector.getDistance,5,2,0,0,0,0,43,without much risk
Vector.pool,11,1,1,0,1,0,53,without much risk
Vector.prototype.add,5,1,0,0,0,0,24,without much risk
Vector.prototype.clone,3,0,0,0,0,0,16,without much risk
Vector.prototype.copy,5,1,0,0,0,0,24,without much risk
Vector.prototype.equals,3,1,0,0,0,0,22,without much risk
Vector.prototype.pool,3,0,0,0,0,0,16,without much risk
Vector.prototype.free,4,0,0,0,0,0,14,without much risk
Vector.prototype.getLength,3,0,0,0,0,0,26,without much risk
Vector.prototype.min,5,1,2,0,0,0,45,without much risk
Vector.prototype.max,5,1,2,0,0,0,44,without much risk
Vector.prototype.rotate,9,1,0,0,0,0,70,without much risk
Vector.prototype.scale,5,1,0,0,0,0,22,without much risk
Vector.prototype.sub,5,1,0,0,0,0,24,without much risk
Vector.prototype.zero,4,0,0,0,0,0,17,without much risk
18,21,3,6,0,1,0,162,without much risk
(anonymous),1,1,0,0,0,0,12,without much risk
(anonymous),10,1,2,0,0,0,61,without much risk
nextTick,4,1,0,0,0,0,21,without much risk
nextTick,3,1,0,0,0,0,12,without much risk
(anonymous),16,0,4,0,0,0,76,without much risk
noop,1,0,0,0,0,0,4,without much risk
process.binding,3,1,0,0,0,0,12,without much risk
process.cwd,1,0,0,0,0,0,6,without much risk
process.chdir,3,1,0,0,0,0,12,without much risk
19,16,3,4,0,0,0,103,without much risk
_isArray,3,1,0,0,0,0,19,without much risk
init,6,0,1,0,0,0,30,without much risk
configure,12,1,2,0,0,0,90,without much risk
EventEmitter,5,1,0,0,0,0,27,without much risk
EventEmitter.prototype.setMaxListeners,6,1,1,0,0,0,46,without much risk
EventEmitter.prototype.once,4,2,0,0,0,0,21,without much risk
listener,6,0,1,0,0,0,31,without much risk
EventEmitter.prototype.many,10,3,2,0,0,0,51,without much risk
EventEmitter.prototype.onAny,10,1,2,0,0,0,49,without much risk
EventEmitter.prototype.offAny,15,1,2,0,1,0,97,without much risk
EventEmitter.prototype.removeAllListeners,19,1,3,0,1,0,141,without much risk
EventEmitter.prototype.listeners,14,1,3,0,0,0,132,without much risk
EventEmitter.prototype.listenersAny,8,0,1,0,0,0,24,without much risk
(anonymous),3,0,0,0,0,0,7,without much risk
(anonymous),29,2,67,1,14,1,209,without much risk
(anonymous),3,1,67,1,14,1,32,without much risk
20,3,3,67,1,14,1,23,without much risk
gl.getUniformLocation,6,2,80,1,21,2,92,without much risk
(anonymous),3,0,0,0,0,0,16,without much risk
OrdrinService,9,1,0,0,0,0,72,without much risk
set,3,1,0,0,0,0,11,without much risk
set,3,1,0,0,0,0,11,without much risk
set,3,1,0,0,0,0,11,without much risk
OrdrinService.prototype.add,3,4,0,0,0,0,18,without much risk
(anonymous),23,1,2,0,1,0,119,without much risk
OrdrinService.prototype.get,5,2,2,0,1,0,52,without much risk
OrdrinService.prototype.update,3,4,0,0,0,0,18,without much risk
OrdrinService.prototype.remove,3,4,0,0,0,0,18,without much risk
(anonymous),23,0,2,0,1,0,124,without much risk
(anonymous),4,1,2,0,1,0,21,without much risk
(anonymous),3,1,0,0,0,0,14,without much risk
setup,3,0,0,0,0,0,14,without much risk
teardown,4,0,0,0,0,0,16,without much risk
(anonymous),3,0,0,0,0,0,16,without much risk
(anonymous),4,0,0,0,0,0,22,without much risk
(anonymous),6,0,0,0,0,0,48,without much risk
(anonymous),11,0,0,0,0,0,71,without much risk
app.start,13,0,0,0,0,0,52,without much risk
(anonymous),6,1,0,0,0,0,22,without much risk
render,13,0,0,0,0,0,81,without much risk
update_attr,7,2,1,0,0,0,44,without much risk
handle_click,5,0,0,0,0,0,40,without much risk
update,15,1,2,0,0,0,128,without much risk
(anonymous),4,1,0,0,0,0,17,without much risk
(anonymous),3,2,0,0,0,0,13,without much risk
render,11,0,0,0,0,0,77,without much risk
update_button_style,10,1,0,0,0,0,51,without much risk
update,19,1,3,0,0,0,153,without much risk
handle_click,5,1,0,0,0,0,41,without much risk
(anonymous),18,2,6,0,0,0,85,without much risk
(anonymous),6,0,0,0,0,0,54,without much risk
(anonymous),9,0,0,0,0,0,62,without much risk
(anonymous),12,0,0,0,0,0,83,without much risk
(anonymous),6,0,0,0,0,0,58,without much risk
(anonymous),9,0,0,0,0,0,66,without much risk
(anonymous),8,0,0,0,0,0,75,without much risk
(anonymous),9,1,0,0,0,0,58,without much risk
(anonymous),8,3,1,0,0,0,41,without much risk
renderImage,3,3,1,0,0,0,21,without much risk
(anonymous),3,2,0,0,0,0,22,without much risk
(anonymous),3,1,0,0,0,0,23,without much risk
Frontend,3,1,0,0,0,0,14,without much risk
themegalleryTemplate,15,2,0,0,0,0,67,without much risk
_.extend,7,3,0,0,0,0,26,without much risk
(anonymous),5,1,1,0,0,0,18,without much risk
(anonymous),3,3,1,0,0,0,19,without much risk
(anonymous),5,1,1,0,0,0,18,without much risk
(anonymous),3,3,1,0,0,0,19,without much risk
Resize,7,2,0,0,0,0,42,without much risk
Resize.getResizeById,6,1,1,0,0,0,27,without much risk
_createProxy,11,0,1,0,0,0,99,without much risk
(anonymous),3,0,0,0,0,0,13,without much risk
this.get,3,1,0,0,0,0,23,without much risk
this.get,9,1,0,0,0,0,129,without much risk
_ieSelectFix,3,0,0,0,0,0,7,without much risk
_setAutoRatio,9,1,2,0,0,0,55,without much risk
_handleMouseDown,15,1,4,0,0,0,82,without much risk
_handleMouseOver,25,1,6,0,1,0,189,without much risk
_handleMouseOut,22,1,5,0,1,0,183,without much risk
_handleStartDrag,40,2,7,0,1,0,369,without much risk
_setCache,14,0,0,0,0,0,182,without much risk
_updateStatus,23,4,4,0,0,0,295,without much risk
lock,8,1,1,0,0,0,43,without much risk
unlock,8,1,1,0,0,0,43,without much risk
isLocked,3,0,0,0,0,0,9,without much risk
reset,4,0,0,0,0,0,48,without much risk
(anonymous),4,0,0,0,0,0,38,without much risk
(anonymous),5,0,0,0,0,0,55,without much risk
parseInt,19,2,2,0,0,0,147,without much risk
_handle_for_br,5,1,0,0,0,0,46,without much risk
_handle_for_bl,6,1,0,0,0,0,61,without much risk
_handle_for_tl,7,1,0,0,0,0,76,without much risk
_handle_for_tr,6,1,0,0,0,0,61,without much risk
_handle_for_r,5,1,0,0,0,0,47,without much risk
_handle_for_l,6,1,0,0,0,0,62,without much risk
_handle_for_b,5,1,0,0,0,0,47,without much risk
_handle_for_t,6,1,0,0,0,0,62,without much risk
_setWidth,12,2,1,0,0,0,98,without much risk
_checkWidth,13,1,4,0,0,0,74,without much risk
_checkHeight,13,1,4,0,0,0,74,without much risk
_setHeight,12,2,1,0,0,0,98,without much risk
_snapTick,15,2,3,0,0,0,74,without much risk
init,45,2,5,0,0,0,288,without much risk
getProxyEl,3,0,0,0,0,0,9,without much risk
getWrapEl,3,0,0,0,0,0,9,without much risk
getStatusEl,3,0,0,0,0,0,9,without much risk
getActiveHandleEl,3,0,0,0,0,0,14,without much risk
isActive,3,0,0,0,0,0,17,without much risk
(anonymous),10,1,2,0,1,0,58,without much risk
value,4,1,2,0,1,0,28,without much risk
this.setAttributeConfig,4,2,0,0,0,0,29,without much risk
validator,10,1,2,0,0,0,89,without much risk
(anonymous),10,1,2,0,0,0,62,without much risk
(anonymous),10,1,2,0,0,0,62,without much risk
parseInt,4,1,2,0,0,0,25,without much risk
validator,7,1,1,0,0,0,28,without much risk
value,7,0,1,0,0,0,40,without much risk
method,15,1,3,0,0,0,95,without much risk
(anonymous),32,0,6,0,2,0,281,without much risk
(anonymous),6,0,1,0,0,0,27,without much risk
(anonymous),9,2,2,0,0,0,93,without much risk
show,28,1,4,0,0,1,301,without much risk
hide,3,0,0,0,0,0,10,without much risk
disableItem,5,1,0,0,0,0,26,without much risk
enableItem,6,1,0,0,0,0,42,without much risk
destroy,7,0,0,0,0,1,37,without much risk
_create,21,0,3,0,0,0,140,without much risk
_init,11,0,2,0,0,0,102,without much risk
success,4,1,0,0,0,0,29,without much risk
_ajaxLoad,9,2,0,0,0,0,36,without much risk
_appendNodes,12,2,4,0,0,0,115,without much risk
_parseDomMenu,17,1,2,0,1,0,147,without much risk
(anonymous),17,2,3,0,0,0,153,without much risk
li.position,10,0,4,0,0,0,74,without much risk
_hideChildren,3,1,0,0,0,0,21,without much risk
(anonymous),3,0,0,0,0,0,11,without much risk
(anonymous),11,0,2,0,0,0,80,without much risk
(anonymous),3,0,0,0,0,0,15,without much risk
(anonymous),5,0,0,0,0,0,27,without much risk
(anonymous),6,1,1,0,0,0,51,without much risk
_bindLiEvent,4,1,3,0,0,0,51,without much risk
(anonymous),6,0,1,0,0,0,35,without much risk
tempEvent,3,0,0,0,0,0,10,without much risk
tempEvent,28,1,1,1,0,0,126,without much risk
tempEvent,5,1,1,0,0,0,27,without much risk
_bindEvent,22,0,4,1,2,0,194,without much risk
(anonymous),3,2,0,0,0,0,17,without much risk
_hide,6,0,0,0,0,0,48,without much risk
_findNext,17,1,2,0,0,2,118,without much risk
_findPrev,18,1,2,0,0,2,131,without much risk
_selectNext,19,0,2,0,0,1,142,without much risk
_selectPrev,20,0,2,0,0,1,166,without much risk
_hideRight,7,0,0,0,0,0,52,without much risk
_showRight,10,0,1,0,0,0,88,without much risk
_backfill,4,1,0,0,0,0,30,without much risk
_showChildren,18,1,21,1,2,6,113,without much risk
(anonymous),12,1,0,0,1,0,106,without much risk
highlight,26,3,4,0,2,0,195,without much risk
(anonymous),4,1,0,0,0,0,16,without much risk
(anonymous),5,1,1,0,0,0,39,without much risk
done,4,0,0,0,0,0,32,without much risk
highlight.render,14,6,3,0,0,0,92,without much risk
highlight.renderSync,33,5,1,0,1,0,218,without much risk
(anonymous),39,3,8,0,3,0,84,without much risk
(anonymous),1,0,0,0,0,0,4,without much risk
(anonymous),3,0,0,0,0,0,16,without much risk
log,4,0,0,0,0,0,33,without much risk
error,4,0,0,0,0,0,33,without much risk
window.normalizeModule,15,2,2,0,0,1,142,without much risk
window.require,23,2,4,0,0,0,153,without much risk
req,3,2,0,0,0,0,17,without much risk
factory,9,0,1,0,0,0,41,without much risk
window.define,18,3,4,0,0,0,96,without much risk
initBaseUrls,3,1,0,0,0,0,11,without much risk
Sender,1,0,0,0,0,0,4,without much risk
this.callback,7,2,0,0,0,0,24,without much risk
this.emit,7,2,0,0,0,0,24,without much risk
(anonymous),5,0,0,0,0,0,27,without much risk
initSender,7,0,0,0,0,0,46,without much risk
window.onmessage,19,1,2,0,0,0,131,without much risk
(anonymous),21,1,13,0,0,1,118,without much risk
stopPropagation,1,0,0,0,0,0,10,without much risk
preventDefault,1,0,0,0,0,0,10,without much risk
EventEmitter._signal,7,2,1,0,1,0,55,without much risk
newCallback,4,0,0,0,0,0,22,without much risk
EventEmitter.once,4,2,0,0,0,0,25,without much risk
EventEmitter.setDefaultHandler,16,2,4,0,0,0,115,without much risk
EventEmitter.removeDefaultHandler,15,2,4,0,0,0,99,without much risk
EventEmitter.addEventListener,9,3,2,0,0,0,74,without much risk
EventEmitter.removeEventListener,9,2,2,0,0,0,61,without much risk
EventEmitter.removeAllListeners,3,1,1,0,0,0,21,without much risk
(anonymous),18,3,21,0,2,0,105,without much risk
tempCtor,1,0,0,0,0,0,4,without much risk
(anonymous),6,2,0,0,0,0,40,without much risk
(anonymous),4,0,0,0,0,0,14,without much risk
exports.mixin,6,2,0,0,1,0,29,without much risk
exports.implement,3,2,0,0,0,0,16,without much risk
(anonymous),5,3,0,0,1,0,34,without much risk
Empty,1,0,0,0,0,0,4,without much risk
bound,17,0,2,0,0,0,74,without much risk
bind,14,1,4,0,0,0,80,without much risk
makeArray,5,1,0,0,0,0,31,without much risk
(anonymous),12,0,2,0,0,0,82,without much risk
Array.prototype.splice,10,2,1,0,0,0,68,without much risk
isArray,3,1,0,0,0,0,13,without much risk
forEach,17,1,2,0,0,1,105,without much risk
map,17,1,2,0,1,0,123,without much risk
filter,22,1,3,0,1,0,135,without much risk
every,17,1,2,0,1,0,117,without much risk
some,17,1,2,0,1,0,116,without much risk
indexOf,20,1,3,0,1,0,128,without much risk
lastIndexOf,20,1,3,0,1,0,135,without much risk
getPrototypeOf,7,1,0,0,0,0,24,without much risk
getOwnPropertyDescriptor,22,2,6,0,0,0,153,without much risk
getOwnPropertyNames,3,1,0,0,0,0,13,without much risk
createEmpty,3,0,0,0,0,0,11,without much risk
createEmpty,14,0,0,0,1,0,61,without much risk
Type,1,0,0,0,0,0,4,without much risk
create,16,2,3,0,0,0,92,without much risk
doesDefinePropertyWork,7,1,0,0,0,0,31,without much risk
defineProperties,7,2,1,0,1,0,42,without much risk
seal,3,1,0,0,0,0,8,without much risk
freeze,3,1,0,0,0,0,8,without much risk
(anonymous),1,0,0,0,0,0,4,without much risk
freeze,7,1,1,0,0,0,26,without much risk
freeze,3,1,1,0,0,0,10,without much risk
preventExtensions,3,1,0,0,0,0,8,without much risk
isSealed,3,1,0,0,0,0,8,without much risk
isFrozen,3,1,0,0,0,0,8,without much risk
isExtensible,13,1,1,0,0,1,68,without much risk
keys,23,1,4,0,2,0,120,without much risk
now,3,0,0,0,0,0,14,without much risk
trim,3,0,0,0,0,0,24,without much risk
toInteger,9,1,1,0,0,0,74,without much risk
isPrimitive,10,1,0,0,0,0,34,without much risk
toPrimitive,21,1,5,0,0,0,102,without much risk
toObject,6,1,1,0,0,0,30,without much risk
window.addEventListener,1,0,0,0,0,0,4,without much risk
exports.Worker,4,1,0,0,0,0,21,without much risk
this.onUpdate,20,0,1,0,0,0,104,without much risk
(anonymous),3,0,1,0,0,0,11,without much risk
(anonymous),9,3,1,0,0,0,73,without much risk
(anonymous),4,1,0,0,0,0,23,without much risk
exports.Mirror,7,1,0,0,0,0,60,without much risk
this.setTimeout,3,1,0,0,0,0,11,without much risk
this.setValue,4,1,0,0,0,0,25,without much risk
this.getValue,3,1,0,0,0,0,22,without much risk
this.onUpdate,2,0,0,0,0,0,4,without much risk
(anonymous),7,0,0,0,0,0,38,without much risk
(anonymous),6,3,0,0,0,0,49,without much risk
Document,10,1,1,0,0,0,71,without much risk
this.setValue,5,1,0,0,0,0,57,without much risk
this.getValue,3,0,0,0,0,0,20,without much risk
this.createAnchor,3,2,0,0,0,0,18,without much risk
this.$split,3,1,0,0,0,0,21,without much risk
this.$split,3,1,0,0,0,0,13,without much risk
this.$detectNewLine,4,1,0,0,0,0,29,without much risk
this.getNewLineCharacter,10,0,0,1,0,0,31,without much risk
this.setNewLineMode,5,1,1,0,0,0,21,without much risk
this.getNewLineMode,3,0,0,0,0,0,9,without much risk
this.isNewLine,3,1,0,0,0,0,20,without much risk
this.getLine,3,1,0,0,0,0,15,without much risk
this.getLines,3,2,0,0,0,0,21,without much risk
this.getAllLines,3,0,0,0,0,0,18,without much risk
this.getLength,3,0,0,0,0,0,11,without much risk
this.getTextRange,12,1,2,0,0,0,149,without much risk
this.$clipPosition,9,1,1,0,0,0,72,without much risk
this.insert,17,2,3,0,0,0,156,without much risk
this.insertLines,5,2,1,0,0,0,59,without much risk
this._insertLines,19,2,2,0,0,0,155,without much risk
this.getNewLineCharacter,5,0,0,0,0,0,21,without much risk
Range.fromPoints,6,2,0,0,0,0,28,without much risk
this.remove,24,1,5,0,0,0,204,without much risk
this.removeInLine,16,3,1,0,0,0,125,without much risk
this.removeLines,5,2,1,0,0,0,51,without much risk
this.getNewLineCharacter,6,0,0,0,0,0,25,without much risk
this.getNewLineCharacter,4,0,0,0,0,0,18,without much risk
this.replace,14,2,3,0,0,0,81,without much risk
this.applyDeltas,14,1,1,0,1,0,140,without much risk
this.revertDeltas,14,1,1,0,1,0,142,without much risk
this.indexToPosition,10,2,1,0,1,0,112,without much risk
this.positionToIndex,9,2,0,0,1,0,86,without much risk
this.removeNewLine,16,1,6,0,4,0,120,without much risk
this._removeLines,10,2,6,0,4,0,82,without much risk
comparePoints,3,2,0,0,0,0,24,without much risk
Range,10,4,0,0,0,0,39,without much risk
this.isEqual,6,1,0,0,0,0,54,without much risk
this.toString,4,0,0,0,0,0,41,without much risk
this.contains,3,2,0,0,0,0,19,without much risk
this.compareRange,27,1,3,0,0,0,150,without much risk
this.comparePoint,3,1,0,0,0,0,19,without much risk
this.containsRange,3,1,0,0,0,0,28,without much risk
this.intersects,4,1,0,0,0,0,31,without much risk
this.isEnd,3,2,0,0,0,0,24,without much risk
this.isStart,3,2,0,0,0,0,24,without much risk
this.setStart,9,2,1,0,0,0,55,without much risk
this.setEnd,9,2,1,0,0,0,55,without much risk
this.inside,10,2,2,0,0,0,56,without much risk
this.insideStart,10,2,2,0,0,0,47,without much risk
this.insideEnd,10,2,2,0,0,0,47,without much risk
this.compareStart,7,2,1,0,0,0,44,without much risk
this.compareEnd,7,2,1,0,0,0,43,without much risk
this.compareInside,9,2,1,0,0,0,68,without much risk
this.clipRows,11,2,2,0,0,0,123,without much risk
this.extend,10,2,1,0,0,0,81,without much risk
this.isEmpty,3,0,0,0,0,0,31,without much risk
this.isMultiLine,3,0,0,0,0,0,19,without much risk
this.clone,3,0,0,0,0,0,18,without much risk
this.collapseRows,6,0,1,0,0,0,68,without much risk
this.toScreenRange,8,1,0,0,0,0,50,without much risk
this.moveBy,6,2,0,0,0,0,39,without much risk
(anonymous),28,0,24,0,0,0,186,without much risk
Range.fromPoints,3,2,0,0,0,0,28,without much risk
Range.comparePoints,3,2,0,0,0,0,24,without much risk
(anonymous),9,3,24,0,0,0,59,without much risk
exports.Anchor,9,3,1,0,0,0,69,without much risk
this.getPosition,3,0,0,0,0,0,18,without much risk
this.getDocument,3,0,0,0,0,0,9,without much risk
this.setPosition,23,3,2,0,0,0,114,without much risk
this.detach,3,0,0,0,0,0,17,without much risk
this.$clipPositionToDocument,18,2,2,0,0,0,141,without much risk
(anonymous),9,0,16,0,0,0,55,without much risk
(anonymous),6,3,17,0,0,0,49,without much risk
exports.stringReverse,3,1,0,0,0,0,22,without much risk
exports.stringRepeat,10,2,2,0,0,1,43,without much risk
exports.stringTrimLeft,3,1,0,0,0,0,15,without much risk
exports.stringTrimRight,3,1,0,0,0,0,15,without much risk
exports.copyObject,7,1,0,0,1,0,33,without much risk
exports.copyArray,10,1,1,0,1,0,77,without much risk
exports.deepCopy,14,1,2,0,1,0,78,without much risk
exports.arrayToMap,7,1,0,0,1,0,42,without much risk
exports.createMap,7,1,0,0,1,0,37,without much risk
exports.arrayRemove,7,2,1,0,1,0,45,without much risk
exports.escapeRegExp,3,1,0,0,0,0,16,without much risk
exports.escapeHTML,3,1,0,0,0,0,40,without much risk
(anonymous),6,1,0,0,0,0,29,without much risk
exports.getMatchOffsets,5,2,0,0,0,0,26,without much risk
callback,4,0,0,0,0,0,12,without much risk
deferred,5,1,0,0,0,0,25,without much risk
deferred.call,5,0,0,0,0,0,17,without much risk
deferred.cancel,5,0,0,0,0,0,16,without much risk
exports.deferredCall,9,1,0,0,0,0,45,without much risk
callback,4,0,0,0,0,0,12,without much risk
_self,4,1,0,0,0,0,23,without much risk
_self.schedule,4,1,1,0,0,0,22,without much risk
_self.call,4,0,0,0,0,0,14,without much risk
_self.cancel,4,0,0,0,0,0,15,without much risk
_self.isPending,3,0,0,0,0,0,7,without much risk
exports.delayedCall,11,2,1,0,0,0,61,without much risk
(anonymous),19,3,7,0,6,1,124,without much risk
lex,11,0,1,0,0,0,72,without much risk
setInput,4,1,0,0,0,0,18,without much risk
upcomingInput,3,0,0,0,0,0,7,without much risk
exports.parse,3,1,0,0,0,0,18,without much risk
(anonymous),12,3,1,0,0,0,72,without much risk
__indexOf,1,1,0,0,0,0,47,without much risk
Lexer,1,0,0,0,0,0,4,without much risk
Lexer.prototype.clean,14,1,3,0,0,0,86,without much risk
(anonymous),20,0,0,1,0,0,57,without much risk
Lexer.prototype.numberToken,25,0,4,0,0,0,232,without much risk
Lexer.prototype.stringToken,31,0,4,1,0,0,206,without much risk
Lexer.prototype.heredocToken,22,0,2,0,0,0,144,without much risk
Array.join,5,1,0,0,0,0,20,without much risk
Lexer.prototype.jsToken,8,0,1,0,0,0,78,without much risk
Lexer.prototype.regexToken,26,0,4,0,0,0,214,without much risk
Lexer.prototype.lineToken,35,0,6,0,0,0,244,without much risk
Lexer.prototype.outdentToken,31,3,3,0,0,2,226,without much risk
Lexer.prototype.whitespaceToken,15,0,3,0,0,0,95,without much risk
Lexer.prototype.newlineToken,9,1,1,0,0,1,53,without much risk
Lexer.prototype.suppressNewlines,6,0,1,0,0,0,27,without much risk
Lexer.prototype.sanitizeHeredoc,26,2,6,0,0,1,168,without much risk
